GUID,Electoral Divisions,Population (2022) - F1060C01,ED_ID,ED,COUNTY,PROVINCE,CENTROID_X,CENTROID_Y,AREA,ESRI_OID,Shape__Area,Shape__Length,QoL,a_sense_of_control:cost_of_living,a_sense_of_control:essential_services,a_sense_of_control:influence_and_contribution,a_sense_of_control:safety,a_sense_of_wonder:distinctive_design_and_culture,a_sense_of_wonder:play_and_recreation,connected_communities:belonging,connected_communities:local_business_and_jobs,connection_to_nature:biodiversity,connection_to_nature:climate_resilience_and_adaptation,connection_to_nature:green_and_blue_spaces,getting_around:car,getting_around:public_transport,getting_around:walking_and_cycling,health_equity:air_noise_light,health_equity:food_choice,health_equity:housing_standard
2ae19629-233d-13a3-e055-000000000001,"Kiltormer, Galway County",538,67151,KILTORMER,GALWAY,Connacht,580804.82,720336.06,26252101.15,3353,26252101.15,30345.31405,66,52,64,71,80,75,68,77,50,83,72,88,55,42,67,74,61,47
2ae19629-2349-13a3-e055-000000000001,"Kiltullagh, Galway County, 067152",827,67152,KILTULLAGH,GALWAY,Connacht,555870.54,725065.36,20489706.19,3385,20489706.19,26434.73951,67,53,65,72,81,76,59,78,51,79,63,84,58,42,67,75,61,54
2ae19629-234a-13a3-e055-000000000001,"Kiltullagh, Galway County, 067153",211,67153,KILTULLAGH,GALWAY,Connacht,562953.11,758283.7,15904661.47,1245,15904661.47,27960.82347,69,55,67,74,83,78,61,80,53,81,65,86,60,44,69,77,63,56
2ae19629-234b-13a3-e055-000000000001,"Kinvarra, Galway County",1558,67154,KINVARRA,GALWAY,Connacht,536336.73,708315.37,32739225.67,822,32739225.67,44997.19297,73,61,75,82,89,86,69,88,63,87,73,94,68,56,79,85,73,66
2ae19629-234c-13a3-e055-000000000001,"Knockboy, Galway County",875,67155,KNOCKBOY,GALWAY,Connacht,474483.4,733207.05,36085328.01,3035,36085328.01,114140.898,58,44,56,63,72,67,50,69,42,70,54,75,49,33,58,66,52,45
2ae19629-234d-13a3-e055-000000000001,"Kylemore, Galway County",146,67156,KYLEMORE,GALWAY,Connacht,592345.27,722275.59,25507147.11,3426,25507147.11,25052.87834,52,38,48,55,63,58,41,60,33,61,45,66,40,24,49,57,43,36
2ae19629-234e-13a3-e055-000000000001,"Lackaghbeg, Galway County",1614,67157,LACKAGHBEG,GALWAY,Connacht,540867.3,735386.76,19915566.29,1294,19915566.29,24581.88717,63,49,61,68,77,72,55,74,47,75,59,80,54,38,63,71,57,50
2ae19629-2357-13a3-e055-000000000001,"Lackalea, Galway County",425,67158,LACKALEA,GALWAY,Connacht,560714.41,721041.68,12404915.21,943,12404915.21,23369.91288,60,46,58,65,74,69,52,71,44,72,56,77,51,35,60,68,54,47
2ae19629-2358-13a3-e055-000000000001,"Laurencetown, Galway County",397,67159,LAURENCETOWN,GALWAY,Connacht,586706.27,719783.93,21491469.58,485,21491469.58,32412.76752,70,57,70,77,85,81,64,83,58,84,68,90,63,49,74,80,68,61
2ae19629-2359-13a3-e055-000000000001,"Leitrim, Galway County",553,67160,LEITRIM,GALWAY,Connacht,568341.44,711831.86,17240818.98,661,17240818.98,23296.20059,55,41,51,58,68,63,46,65,38,66,49,71,45,29,54,62,48,41
2ae19629-236b-13a3-e055-000000000001,"Letterbrickaun, Galway County",262,67161,LETTERBRICKAUN,GALWAY,Connacht,489686.95,758205.03,58100537.51,1494,58100537.51,44236.52069,65,51,63,70,79,74,57,76,49,77,61,82,56,40,65,73,59,52
2ae19629-236c-13a3-e055-000000000001,"Letterfore, Galway County",283,67162,LETTERFORE,GALWAY,Connacht,502277.81,746210.09,90244500.89,1518,90244500.89,61060.93657,67,55,62,70,80,68,59,75,58,72,65,78,52,48,63,70,61,53
2ae19629-236d-13a3-e055-000000000001,"Lettermore, Galway County",883,67163,LETTERMORE,GALWAY,Connacht,489119.08,729019.92,16342178.06,192,16342178.06,83499.73827,69,57,64,72,82,70,61,77,60,74,67,80,54,50,65,72,63,55
2ae19629-236e-13a3-e055-000000000001,"Levally, Galway County",437,67164,LEVALLY,GALWAY,Connacht,551402.94,752456.0,20245828.22,2606,20245828.22,24772.24389,71,59,66,74,84,72,63,79,62,76,69,82,56,52,67,74,65,57
2ae19629-237e-13a3-e055-000000000001,"Liscananaun, Galway County",1601,67165,LISCANANAUN,GALWAY,Connacht,536363.72,737723.72,21299975.85,979,21299975.85,30526.05978,73,61,68,76,86,74,65,81,64,78,71,84,58,54,69,76,67,59
2ae19629-237f-13a3-e055-000000000001,"Lisheenavalla, Galway County",1085,67166,LISHEENAVALLA,GALWAY,Connacht,542758.23,732202.51,17453139.13,841,17453139.13,18726.8641,75,63,70,78,88,76,67,83,66,80,73,86,60,56,71,78,69,61
2ae19629-2380-13a3-e055-000000000001,"Lismanny, Galway County",264,67167,LISMANNY,GALWAY,Connacht,588114.96,724657.41,22223988.93,2363,22223988.93,30086.71207,77,65,72,80,90,78,69,85,68,82,75,88,62,58,73,80,71,63
2ae19629-238d-13a3-e055-000000000001,"Loughrea Rural, Galway County",898,67169,LOUGHREA RURAL,GALWAY,Connacht,562746.05,716776.27,27464504.76,2415,27464504.76,48676.00194,79,67,74,82,92,80,71,87,70,84,77,90,64,60,75,82,73,65
2ae19629-238e-13a3-e055-000000000001,"Loughrea Urban, Galway County",6322,67170,LOUGHREA URBAN,GALWAY,Connacht,561747.3,716580.13,5322991.46,3287,5322991.464,9349.23489,81,69,76,84,94,82,73,89,72,86,79,92,66,62,77,84,75,67
2ae19629-239a-13a3-e055-000000000001,"Meelick, Galway County",296,67172,MEELICK,GALWAY,Connacht,591896.82,714222.65,26212986.47,359,26212986.47,27867.50394,83,71,78,86,96,84,75,91,74,88,81,94,68,64,79,86,77,69
2ae19629-239b-13a3-e055-000000000001,"Milltown, Galway County",704,67173,MILLTOWN,GALWAY,Connacht,539541.48,765191.92,27915545.89,353,27915545.89,27449.55676,85,73,80,88,98,86,77,93,76,90,83,96,70,66,81,88,79,71
2ae19629-239c-13a3-e055-000000000001,"Moat, Galway County",153,67174,MOAT,GALWAY,Connacht,578027.8,711722.51,11205776.1,1801,11205776.1,25634.517,67,53,65,72,81,69,58,75,51,76,71,83,59,48,62,73,61,49
2ae19629-23a9-13a3-e055-000000000001,"Monivea, Galway County",794,67175,MONIVEA,GALWAY,Connacht,553520.7,736228.59,20736434.13,3165,20736434.13,26306.26769,71,57,69,76,85,73,62,79,55,80,75,87,63,52,66,77,65,53
2ae19629-23aa-13a3-e055-000000000001,"Mount Bellew, Galway County",1972,67176,MOUNT BELLEW,GALWAY,Connacht,564321.76,747820.28,43800584.66,3402,43800584.66,45118.0032,69,55,67,74,83,71,60,77,53,78,73,85,61,50,64,75,63,51
2ae19629-23ab-13a3-e055-000000000001,"Mountain, Galway County",299,67177,MOUNTAIN,GALWAY,Connacht,562310.95,710486.43,24405087.81,774,24405087.81,32080.44557,63,51,63,70,79,67,56,73,49,74,69,81,57,46,60,71,59,47
2ae19629-22d0-13a3-e055-000000000001,"Mounthazel, Galway County",544,67178,MOUNTHAZEL,GALWAY,Connacht,563892.64,740955.67,30428909.19,1164,30428909.19,36419.84782,73,59,71,78,87,75,64,81,57,82,77,89,65,54,68,79,67,55
2ae19629-22d1-13a3-e055-000000000001,"Moycullen, Galway County",2459,67179,MOYCULLEN,GALWAY,Connacht,523437.14,730418.6,27322835.61,441,27322835.61,32038.73747,75,61,73,80,89,77,66,83,59,84,79,91,67,56,70,81,69,57
2ae19629-22d2-13a3-e055-000000000001,"Moyne, Galway County",703,67180,MOYNE,GALWAY,Connacht,554260.61,746224.07,20567124.99,3301,20567124.99,28187.17672,65,53,65,72,81,69,58,75,51,76,71,83,59,48,62,73,61,49
2ae19629-22dc-13a3-e055-000000000001,"Moyode, Galway County",297,67181,MOYODE,GALWAY,Connacht,553534.99,722677.81,13148738.49,2587,13148738.49,21382.41273,61,49,61,68,77,65,54,71,47,72,67,79,55,44,58,69,57,45
2ae19629-22dd-13a3-e055-000000000001,"Moyrus, Galway County",334,67182,MOYRUS,GALWAY,Connacht,482690.83,744991.15,87944861.94,541,87944861.94,90978.86143,59,47,59,66,75,63,52,69,45,70,65,77,53,42,56,67,55,43
2ae19629-22de-13a3-e055-000000000001,"Oatfield, Galway County",446,67183,OATFIELD,GALWAY,Connacht,577183.82,725058.34,22772736.52,400,22772736.52,28717.54297,77,63,75,82,91,79,68,85,61,86,81,93,69,58,72,83,71,59
2ae19629-22df-13a3-e055-000000000001,"Oranmore, Galway County",4721,67184,ORANMORE,GALWAY,Connacht,539861.54,725385.36,22363361.65,2333,22363361.65,24035.66586,78,65,82,76,89,73,81,85,72,83,79,87,70,68,75,71,79,63
2ae19629-22e0-13a3-e055-000000000001,"Oughterard, Galway County",2819,67185,OUGHTERARD,GALWAY,Connacht,511863.42,741011.19,119596648.2,2234,119596648.2,65351.91614,82,68,76,81,92,85,89,90,75,88,83,91,73,71,79,75,83,67
2ae19629-22e1-13a3-e055-000000000001,"Owengowla, Galway County",299,67186,OWENGOWLA,GALWAY,Connacht,484113.37,736496.03,54291454.35,1360,54291454.35,80523.69531,69,58,71,65,81,62,73,78,63,76,72,79,61,59,66,64,70,56
2ae19629-22eb-13a3-e055-000000000001,"Pallas, Galway County",406,67187,PALLAS,GALWAY,Connacht,576880.15,709268.33,20667871.68,1246,20667871.68,26920.42887,75,62,79,72,86,70,78,83,69,81,77,84,68,66,72,69,76,60
2ae19629-22ec-13a3-e055-000000000001,"Portumna, Galway County",2504,67188,PORTUMNA,GALWAY,Connacht,583265.84,705560.56,48412044.59,2107,48412044.59,37518.81846,72,60,76,69,83,67,75,80,66,79,74,81,65,63,69,67,73,58
2ae19629-22ed-13a3-e055-000000000001,"Raford, Galway County",645,67189,RAFORD,GALWAY,Connacht,561826.13,724466.63,15707253.07,2112,15707253.07,22329.19804,66,56,68,63,78,59,70,75,60,73,69,76,58,56,63,61,67,53
2ae19629-22f8-13a3-e055-000000000001,"Rahasane, Galway County",363,67190,RAHASANE,GALWAY,Connacht,546824.22,717164.29,15701406.7,1860,15701406.7,23967.07023,80,66,80,78,90,75,83,87,73,85,81,89,71,69,77,73,81,65
2ae19629-22f9-13a3-e055-000000000001,"Raheen, Galway County",525,67191,RAHEEN,GALWAY,Connacht,558404.16,760628.73,22928379.9,112,22928379.9,27464.53353,73,61,77,70,84,68,76,81,67,80,75,82,66,64,70,68,74,59
2ae19629-22fa-13a3-e055-000000000001,"Rinvyle, Galway County",1253,67192,RINVYLE,GALWAY,Connacht,470850.85,761383.24,55221701.2,2404,55221701.2,77553.31179,85,70,84,83,94,88,91,92,78,90,86,93,76,74,82,78,86,70
2ae19629-22fc-13a3-e055-000000000001,"Roundstone, Galway County",445,67194,ROUNDSTONE,GALWAY,Connacht,470430.43,740394.56,27986591.54,1435,27986591.55,67258.9549,83,69,83,80,91,86,88,89,76,89,84,92,74,72,80,76,84,68
2ae19629-2307-13a3-e055-000000000001,"Ryehill, Galway County",878,67195,RYEHILL,GALWAY,Connacht,551731.0,738517.18,17386700.33,1174,17386700.33,24485.16135,67,55,68,72,81,76,63,78,54,82,75,89,56,43,67,73,62,51
2ae19629-2308-13a3-e055-000000000001,"Scregg, Galway County",247,67196,SCREGG,GALWAY,Connacht,559949.53,752324.24,19358224.23,1548,19358224.23,28110.10221,69,58,71,75,83,79,66,81,57,85,78,92,59,46,70,76,65,54
2ae19629-2309-13a3-e055-000000000001,"Selerna, Galway County",1503,67197,SELERNA,GALWAY,Connacht,504455.95,729081.79,68395347.88,636,68395347.88,59530.7971,72,61,74,78,86,82,69,84,60,88,81,95,62,49,73,79,68,57
2ae19629-230a-13a3-e055-000000000001,"Shankill, Galway County",355,67198,SHANKILL,GALWAY,Connacht,564466.19,754157.88,18817629.71,1018,18817629.71,23453.98561,63,52,65,69,78,73,60,75,51,79,72,86,53,40,64,70,59,48
2ae19629-230b-13a3-e055-000000000001,"Sillerna, Galway County",466,67199,SILLERNA,GALWAY,Connacht,456522.03,757072.12,23527118.82,2632,23527118.82,66157.96605,72,61,74,78,86,82,69,84,60,88,81,95,62,49,73,79,68,57
2ae19629-230c-13a3-e055-000000000001,"Skannive, Galway County",606,67200,SKANNIVE,GALWAY,Connacht,482636.19,732570.91,41653562.24,2040,41653562.24,75385.53263,75,64,77,81,89,85,72,87,63,91,84,98,65,52,76,82,71,60
2ae19629-2318-13a3-e055-000000000001,"Skehanagh, Galway County",536,67201,SKEHANAGH,GALWAY,Connacht,546370.71,710113.61,15886786.15,647,15886786.15,27123.87993,60,49,62,66,75,70,57,72,48,76,69,83,50,37,61,67,56,45
2ae19629-2319-13a3-e055-000000000001,"Slieveaneena, Galway County",797,67202,SLIEVEANEENA,GALWAY,Connacht,515920.03,732763.85,57913449.66,1416,57913449.66,58224.44346,82,71,84,88,96,92,79,94,70,98,91,100,72,59,83,89,78,67
2ae19629-231a-13a3-e055-000000000001,"Spiddle, Galway County",1842,67203,SPIDDLE,GALWAY,Connacht,514755.8,726637.69,35531145.68,1573,35531145.68,40816.36747,57,46,59,63,72,67,54,69,45,73,66,80,47,34,58,64,53,42
2ae19629-2326-13a3-e055-000000000001,"Stradbally, Galway County",1186,67204,STRADBALLY,GALWAY,Connacht,544233.78,724993.52,16350605.87,2716,16350605.87,23229.86164,85,74,87,91,99,95,82,97,73,100,94,100,75,62,86,92,81,70
2ae19629-2327-13a3-e055-000000000001,"Taghboy, Galway County",229,67205,TAGHBOY,GALWAY,Connacht,581061.21,745311.0,25969090.51,1704,25969090.51,30542.87471,67,53,65,76,87,75,62,81,54,78,69,83,56,43,68,72,61,48
2ae19629-2328-13a3-e055-000000000001,"Templetogher, Galway County",419,67206,TEMPLETOGHER,GALWAY,Connacht,558082.65,769429.33,24723936.46,1023,24723936.46,26523.74277,72,61,73,82,89,83,69,88,62,85,76,91,63,51,75,79,68,55
2ae19629-2332-13a3-e055-000000000001,"Tiaquin, Galway County",792,67207,TIAQUIN,GALWAY,Connacht,554766.3,734884.55,22320446.72,379,22320446.72,31641.62479,59,45,57,68,79,67,54,73,46,70,61,75,48,35,60,64,53,40
2ae19629-2333-13a3-e055-000000000001,"Tiranascragh, Galway County",184,67208,TIRANASCRAGH,GALWAY,Connacht,587790.16,712165.47,11877425.03,1928,11877425.03,21466.10714,63,49,61,73,85,71,58,77,50,74,65,79,52,39,64,68,57,44
2ae19629-2334-13a3-e055-000000000001,"Toberadosh, Galway County",399,67209,TOBERADOSH,GALWAY,Connacht,554820.32,765848.06,19851344.47,290,19851344.47,29769.42018,55,41,53,64,75,63,50,69,42,66,57,71,44,31,56,60,49,36
2ae19629-2335-13a3-e055-000000000001,"Toberroe, Galway County",315,67210,TOBERROE,GALWAY,Connacht,568233.24,765738.13,22358802.24,2719,22358802.24,25829.35079,80,69,81,90,97,91,77,96,70,93,84,99,71,59,83,87,76,63
2ae19629-233e-13a3-e055-000000000001,"Tuam Rural, Galway County",6556,67211,TUAM RURAL,GALWAY,Connacht,544044.19,751202.03,35038748.03,434,35038748.03,48255.92738,65,51,63,75,87,73,60,80,52,76,67,81,54,41,66,70,59,46
2ae19629-233f-13a3-e055-000000000001,"Tuam Urban, Galway County",3924,67212,TUAM URBAN,GALWAY,Connacht,543431.79,751939.03,2362835.7,1606,2362835.701,8970.372399,43,29,41,53,65,51,38,57,30,54,45,59,32,19,44,48,37,24
2ae19629-2340-13a3-e055-000000000001,"Tullokyne, Galway County",2303,67213,TULLOKYNE,GALWAY,Connacht,523018.46,734608.14,28784185.17,817,28784185.17,31210.14757,76,65,77,86,93,87,73,92,66,89,80,95,67,55,79,83,72,60
2ae19629-2341-13a3-e055-000000000001,"Turlough, Galway County",555,67214,TURLOUGH,GALWAY,Connacht,492891.32,739229.15,63208072.87,2825,63208072.86,110113.4827,51,37,49,60,71,59,46,65,38,62,53,67,40,27,52,56,45,32
2ae19629-234f-13a3-e055-000000000001,"Tynagh, Galway County",472,67215,TYNAGH,GALWAY,Connacht,572744.32,708871.35,13838756.1,2997,13838756.1,33540.12752,67,55,62,78,82,76,69,78,53,81,72,79,56,51,67,73,65,58
2ae19629-2350-13a3-e055-000000000001,"Woodford, Galway County",468,67216,WOODFORD,GALWAY,Connacht,573406.12,699219.86,23517144.8,1442,23517144.8,27096.81617,69,57,64,80,84,78,71,80,55,83,74,81,58,53,69,75,67,60
2ae19629-2351-13a3-e055-000000000001,"Wormhole, Galway County",2602,67217,WORMHOLE,GALWAY,Connacht,519560.7,739090.51,60284055.44,2465,60284055.44,43840.18379,71,59,66,82,86,80,73,82,57,85,76,83,60,55,71,77,69,62
2ae19629-235a-13a3-e055-000000000001,"Ballybaan, Galway City",13453,68001,BALLYBAAN,GALWAY,Connacht,534380.2,726629.82,7200154.5,2079,7200154.5,13060.70092,78,62,81,85,89,88,83,86,72,76,79,73,68,78,81,71,82,68
2ae19629-235b-13a3-e055-000000000001,"Ballybrit, Galway City",943,68002,BALLYBRIT,GALWAY,Connacht,533261.56,727777.62,2468233.36,312,2468233.364,6629.902136,80,64,83,87,91,90,85,88,74,78,81,75,70,80,83,73,84,70
2ae19629-235c-13a3-e055-000000000001,"Barna, Galway City",16551,68003,BARNA,GALWAY,Connacht,525739.98,725054.61,6740268.88,446,6740268.881,11663.96588,82,66,85,89,93,92,87,90,76,80,83,77,72,82,85,75,86,72
2ae19629-235d-13a3-e055-000000000001,"Castlegar, Galway City",4315,68004,CASTLEGAR,GALWAY,Connacht,531596.77,728092.59,3848538.47,2334,3848538.47,11298.81155,73,58,76,81,85,83,78,82,67,71,74,68,63,73,76,66,77,63
2ae19629-235e-13a3-e055-000000000001,"Claddagh, Galway City",2755,68005,CLADDAGH,GALWAY,Connacht,529485.57,724079.68,773855.9,3311,773855.8967,6515.962132,75,60,78,83,87,85,80,84,69,73,76,70,65,75,78,68,79,65
2ae19629-235f-13a3-e055-000000000001,"Dangan, Galway City",4621,68006,DANGAN,GALWAY,Connacht,528412.23,726738.39,1582280.39,1839,1582280.39,6258.625422,71,56,71,77,81,78,73,78,62,68,71,65,58,68,71,63,72,58
2ae19629-2360-13a3-e055-000000000001,"Eyre Square, Galway City",4456,68007,EYRE SQUARE,GALWAY,Connacht,530341.54,725433.82,934080.05,3338,934080.0494,5064.016422,73,58,73,79,83,80,75,80,64,70,73,67,60,70,73,65,74,60
2ae19629-2361-13a3-e055-000000000001,"Knocknacarragh, Galway City",1481,68008,KNOCKNACARRAGH,GALWAY,Connacht,525908.53,723601.74,2068722.78,2910,2068722.777,16882.10603,67,55,78,62,79,81,76,74,63,69,72,75,61,73,82,68,77,58
2ae19629-236f-13a3-e055-000000000001,"Lough Atalia, Galway City",891,68009,LOUGH ATALIA,GALWAY,Connacht,531116.29,725444.83,1225001.41,701,1225001.41,5888.384238,72,61,83,67,84,86,81,79,68,74,77,80,66,78,87,73,82,65
2ae19629-2370-13a3-e055-000000000001,"Menlough, Galway City",5407,68010,MENLOUGH,GALWAY,Connacht,529938.02,728305.49,8225967.11,2012,8225967.107,14881.60959,53,41,64,48,65,67,62,60,49,56,59,61,47,58,68,55,63,44
2ae19629-2371-13a3-e055-000000000001,"Mervue, Galway City",2278,68011,MERVUE,GALWAY,Connacht,532249.78,726544.6,905401.17,1266,905401.1695,4593.096624,79,68,90,75,91,93,88,86,76,81,84,87,73,85,94,80,89,72
2ae19629-2372-13a3-e055-000000000001,"Murroogh, Galway City",2909,68012,MURROOGH,GALWAY,Connacht,534255.9,724823.4,2956388.02,912,2956388.024,15024.00877,46,34,57,41,58,60,55,53,42,49,52,54,40,51,61,48,56,37
2ae19629-2373-13a3-e055-000000000001,"Newcastle, Galway City",2017,68013,NEWCASTLE,GALWAY,Connacht,528564.7,726040.38,743665.97,855,743665.973,4523.205976,86,75,97,82,98,100,95,93,83,88,91,94,80,92,100,87,96,79
2ae19629-2374-13a3-e055-000000000001,"Nuns Island, Galway City",1716,68014,NUNS ISLAND,GALWAY,Connacht,529282.41,725472.58,675153.5,2895,675153.4986,4026.689652,93,82,100,89,100,100,100,100,90,95,98,100,87,99,100,94,100,86
2ae19629-2375-13a3-e055-000000000001,"Rahoon, Galway City",3486,68015,RAHOON,GALWAY,Connacht,526838.62,727020.25,4884782.78,1274,4884782.776,11432.39705,60,48,71,55,72,74,69,67,56,63,66,68,54,65,75,62,70,51
2ae19629-2376-13a3-e055-000000000001,"Renmore, Galway City",1454,68016,RENMORE,GALWAY,Connacht,531809.05,724708.96,888124.64,542,888124.6354,6665.684039,76,65,87,72,88,90,85,83,73,79,82,84,70,83,91,78,87,68
2ae19629-2377-13a3-e055-000000000001,"Rockbarton, Galway City",1837,68017,ROCKBARTON,GALWAY,Connacht,527621.07,724201.08,718011.27,20,718011.2726,4019.725175,39,27,50,34,51,53,48,46,35,42,45,47,33,44,54,41,49,30
2ae19629-2382-13a3-e055-000000000001,"Salthill, Galway City",3608,68018,SALTHILL,GALWAY,Connacht,528460.34,724247.46,792203.49,820,792203.4906,4999.698825,78,65,88,76,89,92,87,81,79,73,78,82,75,86,90,72,85,68
2ae19629-2383-13a3-e055-000000000001,"Shantalla, Galway City",2015,68019,SHANTALLA,GALWAY,Connacht,528547.22,725628.6,555613.24,537,555613.2388,3415.090073,72,68,76,72,85,88,75,78,75,68,75,72,70,82,88,70,80,66
2ae19629-2384-13a3-e055-000000000001,"St. Nicholas, Galway City",3232,68020,St. NICHOLAS,GALWAY,Connacht,530035.8,725936.77,933288.94,2661,933288.9402,5812.023173,75,70,80,75,88,90,80,80,78,70,78,75,72,85,89,72,82,68
2ae19629-2385-13a3-e055-000000000001,"Taylors Hill, Galway City",3141,68021,TAYLORS HILL,GALWAY,Connacht,528258.2,725021.71,761207.98,155,761207.9835,4308.234248,82,66,92,80,90,85,89,85,82,75,80,88,78,88,92,75,88,70
2ae19629-2386-13a3-e055-000000000001,"Wellpark, Galway City",1848,68022,WELLPARK,GALWAY,Connacht,531499.0,726423.98,814103.36,1948,814103.3582,4173.096667,70,69,78,70,82,86,72,76,73,66,72,70,68,80,85,68,78,65
2ae19629-2387-13a3-e055-000000000001,"Abbeydorney, Kerry",1244,77001,ABBEYDORNEY,KERRY,Munster,486478.55,622427.29,25843253.96,2737,25843253.96,37158.46025,85,75,90,82,92,95,90,88,85,80,85,90,82,88,93,80,90,78
2ae19629-2388-13a3-e055-000000000001,"Aghadoe, Kerry",870,77002,AGHADOE,KERRY,Munster,492012.32,594804.69,10461156.91,3011,10461156.91,19986.95732,88,78,92,85,95,98,92,90,88,82,88,92,85,90,95,82,92,80
2ae19629-2390-13a3-e055-000000000001,"Aglish, Kerry",520,77003,AGLISH,KERRY,Munster,489317.72,596924.48,8767004.08,2593,8767004.075,14724.90613,82,72,88,80,90,92,88,86,82,78,82,88,80,86,90,78,88,76
2ae19629-2391-13a3-e055-000000000001,"Arabela, Kerry",1664,77004,ARABELA,KERRY,Munster,490264.44,612874.01,26961917.67,1900,26961917.67,36252.1198,85,75,90,82,92,95,90,88,85,80,85,90,82,88,93,80,90,78
2ae19629-2392-13a3-e055-000000000001,"Ardagh, Kerry",685,77005,ARDAGH,KERRY,Munster,483563.39,635741.16,15469119.46,1788,15469119.46,26865.17103,80,70,86,78,90,92,86,84,80,76,80,86,78,84,88,76,86,74
2ae19629-2393-13a3-e055-000000000001,"Ardea, Kerry",193,77006,ARDEA,KERRY,Munster,479152.26,561176.89,34166607.02,376,34166607.02,43001.43959,67,55,62,70,80,75,68,78,58,82,73,85,58,40,65,76,63,52
2ae19629-239d-13a3-e055-000000000001,"Ardfert, Kerry",1100,77007,ARDFERT,KERRY,Munster,478744.8,621218.28,7981220.34,3080,7981220.339,18339.93278,72,60,68,75,82,80,72,81,62,85,76,88,62,45,70,79,68,58
2ae19629-239e-13a3-e055-000000000001,"Astee, Kerry",496,77008,ASTEE,KERRY,Munster,494666.74,646640.54,39894804.82,3394,39894804.82,31110.49059,64,52,58,67,78,72,65,75,55,80,70,82,55,38,62,73,60,48
2ae19629-239f-13a3-e055-000000000001,"Bahaghs, Kerry",196,77009,BAHAGHS,KERRY,Munster,455462.23,578384.85,39110250.71,2532,39110250.71,39773.05568,69,58,65,72,81,78,70,80,60,83,75,86,60,42,68,77,65,55
2ae19629-23ac-13a3-e055-000000000001,"Ballincloher, Kerry",461,77010,BALLINCLOHER,KERRY,Munster,487313.75,626598.61,12420254.25,2177,12420254.25,20685.05557,70,59,66,73,82,79,71,81,61,84,76,87,61,43,69,78,66,56
2ae19629-23ad-13a3-e055-000000000001,"Ballinskelligs, Kerry",419,77011,BALLINSKELLIGS,KERRY,Munster,441604.41,566039.27,30600613.87,2510,30600613.87,48690.86673,75,63,70,78,85,82,75,84,65,88,79,90,65,48,73,82,70,62
2ae19629-23ae-13a3-e055-000000000001,"Ballinvoher, Kerry",586,77012,BALLINVOHER,KERRY,Munster,460889.47,603581.99,24677230.42,1244,24677230.42,26869.96689,68,56,63,71,80,76,69,79,59,82,74,85,59,41,66,76,64,53
2ae19629-23af-13a3-e055-000000000001,"Ballybrack, Kerry",102,77013,BALLYBRACK,KERRY,Munster,456283.66,565424.87,32012901.52,1787,32012901.52,35453.85245,65,53,60,68,79,73,66,76,56,81,71,83,56,39,63,74,61,49
2ae19629-22d3-13a3-e055-000000000001,"Ballyconry, Kerry",444,77014,BALLYCONRY,KERRY,Munster,491746.06,637804.7,11270021.27,865,11270021.27,22145.80446,71,60,67,74,83,80,72,82,62,85,77,88,62,44,70,80,67,57
2ae19629-22d4-13a3-e055-000000000001,"Ballyduff, Kerry, 077015",846,77015,BALLYDUFF,KERRY,Munster,487285.95,636017.23,13066851.44,813,13066851.44,16962.99813,73,61,68,76,84,81,73,83,63,86,78,89,63,46,71,81,68,59
2ae19629-22d5-13a3-e055-000000000001,"Ballyduff, Kerry, 077016",136,77016,BALLYDUFF,KERRY,Munster,453857.44,608512.65,33002089.74,516,33002089.74,30829.68112,67,55,62,70,80,75,68,78,58,85,72,90,58,40,65,78,62,50
2ae19629-22e2-13a3-e055-000000000001,"Ballyegan, Kerry, 077017",384,77017,BALLYEGAN,KERRY,Munster,495242.33,611722.92,14172529.4,3106,14172529.4,21319.02932,69,58,65,72,82,78,70,80,60,88,75,92,60,42,68,80,65,52
2ae19629-22e3-13a3-e055-000000000001,"Ballyegan, Kerry, 077018",92,77018,BALLYEGAN,KERRY,Munster,491821.01,635563.64,13278702.2,387,13278702.2,16294.76247,71,60,68,75,85,80,72,82,62,90,78,95,62,45,70,82,68,55
2ae19629-22e4-13a3-e055-000000000001,"Ballyhar, Kerry",200,77019,BALLYHAR,KERRY,Munster,493316.08,596567.46,8688183.79,2126,8688183.795,25631.25911,65,52,60,68,78,72,65,75,55,82,70,88,55,38,62,75,60,48
2ae19629-22ee-13a3-e055-000000000001,"Ballyheige, Kerry",1446,77020,BALLYHEIGE,KERRY,Munster,476283.64,630047.0,23109328.51,1691,23109328.51,31682.81904,73,62,70,78,88,82,75,85,65,92,80,98,65,48,72,85,70,58
2ae19629-22ef-13a3-e055-000000000001,"Ballyhorgan, Kerry",455,77021,BALLYHORGAN,KERRY,Munster,493465.17,628944.28,18231949.91,2134,18231949.91,25331.80325,63,50,58,65,75,70,62,72,52,80,68,85,52,35,60,72,58,45
2ae19629-22fd-13a3-e055-000000000001,"Ballynacourty, Kerry",298,77022,BALLYNACOURTY,KERRY,Munster,457593.92,603388.81,22272521.53,1503,22272521.53,25726.64599,60,48,55,62,72,68,60,70,50,78,65,82,50,32,58,70,55,42
2ae19629-22fe-13a3-e055-000000000001,"Ballynahaglish, Kerry",1684,77023,BALLYNAHAGLISH,KERRY,Munster,474986.56,617178.25,19262302.78,3141,19262302.78,41071.68511,75,65,72,80,90,85,78,88,68,95,82,100,68,50,75,88,72,60
